hour_of_day	day_of_week	is_weekend	review_length	user_elite	city	category	price_range	context_id
afternoon	4	0	medium	0	Saint Louis	Tapas Bars	2	505
afternoon	4	0	long	1	King Of Prussia	Restaurants	4	506
evening	0	0	long	0	Tucson	Pizza	2	507
night	4	0	long	1	Philadelphia	Food	2	508
afternoon	4	0	medium	0	Santa Barbara	Bed & Breakfast	2	509
afternoon	4	0	long	0	Saint Louis	Restaurants	2	510
evening	2	0	short	1	Philadelphia	Food	2	511
afternoon	3	0	long	1	New Orleans	Breakfast & Brunch	2	512
afternoon	2	0	short	0	New Orleans	Restaurants	2	513
night	4	0	medium	1	New Orleans	Food	1	514
night	2	0	medium	1	Philadelphia	Restaurants	2	515
afternoon	1	0	medium	1	Philadelphia	Specialty Food	3	516
night	0	0	long	1	Philadelphia	Restaurants	3	517
evening	5	1	medium	1	Tampa	Food	2	518
afternoon	1	0	medium	1	Philadelphia	Food	1	519
evening	4	0	long	0	Doylestown	Food	2	520
afternoon	2	0	long	1	New Orleans	Restaurants	2	521
night	5	1	long	1	Philadelphia	Food	1	522
night	3	0	long	1	Tucson	Coffee & Tea	1	523
afternoon	1	0	long	0	Saint Louis	Food	1	524
evening	2	0	short	1	Saint Louis	Bars	2	525
evening	4	0	short	1	New Orleans	Food	1	526
afternoon	0	0	medium	1	Saint Petersburg	Food	2	527
afternoon	1	0	long	0	Philadelphia	Restaurants	1	528
afternoon	0	0	long	1	St Louis	Sushi Bars	2	529
night	5	1	short	0	Southampton	Restaurants	2	530
evening	2	0	long	1	West Chester	Pizza	2	531
afternoon	0	0	long	1	Plymouth Meeting	Restaurants	2	532
afternoon	0	0	long	1	Nashville	Cafes	2	533
night	2	0	short	1	Philadelphia	Bars	1	534
evening	4	0	long	1	Philadelphia	Restaurants	4	535
night	3	0	medium	0	Boise	Coffee & Tea	2	536
night	3	0	long	0	Santa Barbara	Bed & Breakfast	2	537
night	3	0	medium	1	Elkins Park	Food	1	538
evening	0	0	long	1	Sherwood Park	Burgers	2	539
afternoon	3	0	long	1	Clearwater Beach	Breakfast & Brunch	2	540
evening	6	1	medium	1	Philadelphia	Food	1	541
afternoon	0	0	long	0	Saint Louis	Restaurants	2	542
evening	2	0	medium	0	New Orleans	Restaurants	2	543
evening	2	0	short	0	New Orleans	Restaurants	2	544
afternoon	6	1	medium	1	Philadelphia	Restaurants	1	545
afternoon	0	0	short	1	New Orleans	Food	2	546
afternoon	2	0	long	1	Santa Barbara	Live/Raw Food	2	547
night	2	0	medium	0	Philadelphia	Food	2	548
evening	6	1	long	0	Saint Louis	Sushi Bars	2	549
night	3	0	long	1	Santa Barbara	Food Delivery Services	2	550
evening	3	0	short	1	Wayne	Food	2	551
evening	1	0	medium	0	Saint Louis	Food	1	552
night	2	0	long	1	Sparks	Burgers	2	553
evening	3	0	short	1	Tampa	Restaurants	1	554
afternoon	3	0	long	0	Reno	Food	2	555
afternoon	0	0	long	1	Kenner	Breakfast & Brunch	1	556
night	0	0	medium	1	Tucson	Fast Food	1	557
afternoon	4	0	medium	1	Metairie	Specialty Food	2	558
afternoon	0	0	medium	1	Philadelphia	Food Trucks	1	559
evening	5	1	medium	1	Franklin	Restaurants	2	560
evening	4	0	long	1	Saint Louis	Restaurants	2	561
night	4	0	medium	0	Philadelphia	Restaurants	2	562
night	6	1	long	0	Philadelphia	Specialty Food	2	563
afternoon	3	0	medium	1	Santa Barbara	Sushi Bars	3	564
afternoon	2	0	long	1	Saint Louis	Restaurants	2	565
night	5	1	long	1	New Orleans	Food	2	566
evening	3	0	medium	1	Santa Barbara	Sushi Bars	2	567
evening	1	0	short	0	Carpinteria	Restaurants	2	568
evening	6	1	long	1	Tampa	Food Trucks	1	569
evening	2	0	long	1	Saint Louis	Juice Bars & Smoothies	1	570
evening	0	0	long	1	Nashville	Restaurants	2	571
afternoon	1	0	medium	1	Philadelphia	Bars	2	572
evening	1	0	long	1	Indianapolis	Food	2	573
afternoon	1	0	long	1	Philadelphia	Food	2	574
night	0	0	long	1	Philadelphia	Restaurants	1	575
evening	0	0	medium	1	Philadelphia	Bars	1	576
evening	1	0	long	1	New Orleans	Bars	1	577
afternoon	6	1	long	1	Philadelphia	Bars	2	578
afternoon	2	0	long	1	Philadelphia	Sushi Bars	2	579
afternoon	2	0	medium	1	Franklin	Bars	3	580
evening	0	0	long	1	Philadelphia	Ethnic Food	3	581
night	3	0	long	1	Tampa	Pizza	2	582
afternoon	4	0	medium	1	St. Petersburg	Restaurants	2	583
night	1	0	medium	1	Tucson	Coffee & Tea	1	584
afternoon	5	1	long	1	Nashville	Restaurants	2	585
night	5	1	medium	0	Franklin	Bars	3	586
night	6	1	medium	1	New Orleans	Food	1	587
morning	1	0	medium	0	Reno	Dive Bars	1	588
morning	0	0	medium	1	Philadelphia	Food	2	589
afternoon	6	1	long	0	Santa Barbara	Live/Raw Food	2	590
afternoon	1	0	long	1	Philadelphia	Food	3	591
afternoon	1	0	medium	1	New Orleans	Restaurants	2	592
evening	4	0	long	1	Exton	Restaurants	3	593
afternoon	3	0	medium	0	Reno	Wine Bars	2	594
afternoon	4	0	long	1	Saint Louis	Restaurants	2	595
afternoon	0	0	long	1	Tampa	Bars	2	596
morning	6	1	long	1	Philadelphia	Food	2	597
afternoon	0	0	long	1	Nashville	Sushi Bars	2	598
afternoon	0	0	long	1	New Orleans	Specialty Food	2	599
night	3	0	medium	0	Santa Barbara	Restaurants	2	600
afternoon	0	0	medium	1	Sparks	Restaurants	2	601
night	6	1	short	0	Philadelphia	Restaurants	2	602
morning	2	0	medium	1	Valrico	Pizza	1	603
evening	4	0	long	0	New Orleans	Restaurants	2	604
afternoon	4	0	medium	1	Indianapolis	Bars	2	605
evening	4	0	long	0	Tucson	Food	1	606
evening	0	0	long	1	Kirkwood	Burgers	2	607
evening	6	1	long	1	New Orleans	Cafes	1	608
afternoon	1	0	long	1	NASHVILLE	Food	2	609
night	4	0	long	1	Nashville	Food	3	610
afternoon	5	1	long	1	Philadelphia	Food	2	611
night	6	1	medium	0	Glenside	Bars	2	612
night	0	0	long	0	Montecito	Food	3	613
night	4	0	long	1	New Orleans	Restaurants	2	614
night	3	0	short	1	St Louis	Bars	2	615
evening	6	1	long	1	Montecito	Food	3	616
afternoon	5	1	medium	1	New Orleans	Food	1	617
evening	4	0	medium	0	Franklin	Restaurants	2	618
evening	3	0	long	0	Tampa	Breakfast & Brunch	2	619
afternoon	0	0	short	0	Tucson	Restaurants	2	620
night	2	0	long	1	St. Louis	Food	1	621
afternoon	3	0	long	1	Saint Louis	Bars	2	622
night	1	0	long	0	New Orleans	Specialty Food	2	623
night	6	1	long	0	Boise	Restaurants	2	624
evening	6	1	long	1	Philadelphia	Whiskey Bars	2	625
evening	2	0	long	0	Tampa	Food	1	626
evening	5	1	medium	1	Montecito	Food	3	627
evening	3	0	long	1	Tucson	Food	1	628
morning	5	1	medium	1	Philadelphia	Pizza	2	629
evening	6	1	medium	1	Philadelphia	Food	2	630
afternoon	5	1	medium	0	Reno	Sushi Bars	2	631
night	5	1	long	1	New Orleans	Dive Bars	1	632
morning	6	1	long	1	Reno	Restaurants	1	633
evening	1	0	long	1	Philadelphia	Restaurants	2	634
evening	4	0	long	1	Tucson	Restaurants	1	635
evening	5	1	long	1	Ballwin	Cafes	1	636
night	5	1	long	1	Philadelphia	Burgers	2	637
afternoon	4	0	long	0	Edmonton	Restaurants	2	638
morning	6	1	medium	1	Santa Barbara	Coffee & Tea	2	639
night	6	1	medium	0	Indianapolis	Food	2	640
morning	5	1	long	1	St Charles	Food	2	641
evening	4	0	long	1	New Orleans	Breakfast & Brunch	2	642
night	5	1	short	0	New Orleans	Restaurants	2	643
night	6	1	short	1	Philadelphia	Restaurants	2	644
night	1	0	medium	1	Philadelphia	Food	2	645
evening	4	0	long	1	Tampa	Breakfast & Brunch	2	646
afternoon	4	0	short	1	Nashville	Restaurants	1	647
night	2	0	long	0	Tucson	Burgers	1	648
afternoon	1	0	long	1	O Fallon	Restaurants	1	649
evening	3	0	short	0	Saint Louis	Bars	2	650
evening	3	0	short	0	Nashville	Restaurants	2	651
night	3	0	medium	1	Philadelphia	Burgers	2	652
night	0	0	long	0	Philadelphia	Restaurants	2	653
night	4	0	medium	1	Tampa	Cafes	3	654
afternoon	4	0	medium	0	Tampa	Food	2	655
afternoon	3	0	short	0	New Orleans	Restaurants	2	656
night	4	0	medium	0	Reno	Pizza	2	657
night	0	0	short	1	Tucson	Food	2	658
night	4	0	long	1	Santa Barbara	Live/Raw Food	2	659
night	0	0	short	0	Nashville	Food	3	660
evening	5	1	medium	1	Bensalem	Sushi Bars	2	661
evening	0	0	medium	1	Saint Louis	Bars	1	662
afternoon	0	0	long	1	Nashville	Food	1	663
night	4	0	medium	1	Metairie	Coffee & Tea	1	664
night	6	1	medium	0	Saint Louis	Barbers	1	665
afternoon	3	0	medium	0	Philadelphia	Restaurants	2	666
evening	3	0	long	0	Reno	Breakfast & Brunch	2	667
night	3	0	medium	1	Philadelphia	Restaurants	1	668
night	2	0	medium	0	Tampa	Restaurants	2	669
evening	3	0	long	1	Philadelphia	Food	1	670
night	4	0	medium	1	Nashville	Bars	1	671
evening	2	0	long	1	Indianapolis	Food Trucks	1	672
afternoon	3	0	medium	1	Saint Louis	Burgers	1	673
afternoon	3	0	long	1	New Orleans	Restaurants	3	674
evening	6	1	short	1	Saint Louis	Burgers	2	675
evening	2	0	long	1	St. Louis	Fast Food	1	676
evening	3	0	long	1	Saint Louis	Pizza	2	677
evening	3	0	short	1	Saint Louis	Food	2	678
evening	3	0	medium	1	Philadelphia	Restaurants	2	679
afternoon	4	0	long	1	New Orleans	Food	3	680
afternoon	2	0	long	1	Nashville	Barbers	2	681
night	5	1	medium	0	Philadelphia	Sushi Bars	2	682
evening	0	0	long	1	Tucson	Burgers	2	683
morning	3	0	long	1	Saint Louis	Bars	1	684
night	1	0	medium	1	Tucson	Restaurants	2	685
evening	5	1	medium	0	Philadelphia	Restaurants	2	686
night	4	0	long	1	Saint Louis	Wine Bars	3	687
afternoon	6	1	medium	1	Tampa	Food	2	688
afternoon	4	0	medium	0	Franklin	Restaurants	3	689
night	3	0	short	0	New Orleans	Coffee & Tea	2	690
night	4	0	long	1	Philadelphia	Restaurants	3	691
evening	3	0	long	0	Boise	Restaurants	2	692
night	6	1	medium	0	New Orleans	Food	2	693
afternoon	6	1	short	1	Tampa	Coffee & Tea	1	694
afternoon	2	0	long	1	Philadelphia	Food	2	695
evening	0	0	long	1	Tampa	Food	2	696
night	2	0	long	1	Reno	Food	2	697
evening	3	0	medium	0	Tampa	Specialty Food	2	698
evening	5	1	medium	1	Indianapolis	Restaurants	3	699
afternoon	0	0	medium	0	Boise	Breakfast & Brunch	2	700
afternoon	0	0	long	1	Philadelphia	Bars	2	701
evening	2	0	long	0	Tucson	Restaurants	2	702
evening	2	0	short	1	Philadelphia	Restaurants	2	703
evening	5	1	medium	1	White House	Breakfast & Brunch	1	704
night	6	1	medium	0	Philadelphia	Sushi Bars	2	705
afternoon	3	0	medium	1	Philadelphia	Bars	1	706
afternoon	3	0	medium	0	Philadelphia	Sports Bars	2	707
afternoon	0	0	long	0	Indianapolis	Restaurants	1	708
evening	4	0	long	0	Kirkwood	Food	2	709
night	6	1	long	1	New Orleans	Breakfast & Brunch	2	710
morning	0	0	long	1	Edmonton	Restaurants	2	711
afternoon	5	1	long	1	Reno	Restaurants	2	712
afternoon	2	0	medium	1	Philadelphia	Bars	1	713
night	5	1	long	0	Philadelphia	Restaurants	2	714
morning	2	0	long	1	Philadelphia	Restaurants	2	715
night	1	0	long	1	Saint Louis	Restaurants	2	716
afternoon	2	0	medium	0	New Orleans	Restaurants	2	717
afternoon	5	1	long	1	Media	Bars	2	718
morning	4	0	long	1	Philadelphia	Food	1	719
night	4	0	long	0	Nashville	Food	2	720
evening	0	0	short	1	Philadelphia	Restaurants	2	721
night	4	0	long	0	Philadelphia	Juice Bars & Smoothies	1	722
evening	0	0	long	1	Bryn Mawr	Pizza	2	723
night	0	0	long	1	Saint Louis	Restaurants	2	724
evening	6	1	long	0	Edmonton	Food	1	725
night	5	1	medium	1	New Orleans	Breakfast & Brunch	2	726
afternoon	5	1	medium	1	Tampa	Restaurants	1	727
afternoon	4	0	long	1	Tampa	Restaurants	4	728
night	1	0	long	1	New Castle	Fast Food	1	729
night	6	1	medium	0	St Louis	Bars	2	730
night	1	0	long	1	Nashville	Food	3	731
evening	4	0	long	1	Tampa	Restaurants	1	732
afternoon	3	0	long	1	Saint Petersburg	Restaurants	1	733
night	3	0	medium	1	Santa Barbara	Restaurants	2	734
evening	4	0	medium	1	Philadelphia	Pizza	2	735
evening	0	0	medium	1	Philadelphia	Restaurants	2	736
afternoon	3	0	short	1	Clearwater	Fast Food	2	737
night	2	0	medium	0	Lemay	Burgers	2	738
afternoon	2	0	long	1	Philadelphia	Bars	2	739
afternoon	3	0	long	1	St. Louis	Restaurants	2	740
night	2	0	long	1	Saint Louis	Food	2	741
night	0	0	long	1	New Orleans	Breakfast & Brunch	2	742
afternoon	1	0	long	1	Saint Louis	Wine Bars	2	743
afternoon	1	0	long	1	Reno	Burgers	2	744
afternoon	0	0	short	0	Philadelphia	Restaurants	3	745
afternoon	1	0	long	1	West Conshohocken	Cocktail Bars	2	746
evening	3	0	long	1	Philadelphia	Bars	1	747
afternoon	4	0	medium	1	Philadelphia	Bars	2	748
night	0	0	long	0	Reno	Food	2	749
evening	0	0	medium	0	Philadelphia	Food	1	750
night	4	0	long	1	Franklin	Bars	3	751
evening	1	0	medium	1	New Orleans	Restaurants	1	752
night	3	0	long	1	Brandon	Food	2	753
night	4	0	medium	1	New Orleans	Coffee & Tea	2	754
afternoon	2	0	medium	1	Saint Louis	Wine Bars	2	755
afternoon	6	1	medium	0	Reno	Restaurants	2	756
evening	6	1	short	0	Philadelphia	Cafes	1	757
evening	6	1	medium	0	New Orleans	Restaurants	3	758
night	6	1	medium	0	Nashville	Cocktail Bars	2	759
evening	6	1	long	1	Philadelphia	Restaurants	1	760
afternoon	0	0	medium	1	Tampa	Restaurants	3	761
evening	5	1	medium	1	New Orleans	Food	2	762
afternoon	6	1	medium	1	Philadelphia	Food Delivery Services	2	763
afternoon	2	0	long	1	St Petersburg	Bars	2	764
evening	4	0	long	1	Saint Louis	Food	1	765
night	4	0	medium	1	Blue Bell	Restaurants	2	766
evening	4	0	long	1	Indianapolis	Restaurants	2	767
afternoon	2	0	medium	1	Nashville	Pizza	2	768
night	4	0	long	1	Tampa	Food	2	769
afternoon	5	1	long	1	New Orleans	Breakfast & Brunch	2	770
afternoon	3	0	long	1	Philadelphia	Food	1	771
evening	5	1	short	0	St Louis	Sushi Bars	2	772
afternoon	4	0	long	1	Saint Louis	Restaurants	1	773
evening	4	0	long	0	Tucson	Restaurants	1	774
afternoon	2	0	long	0	Media	Restaurants	2	775
afternoon	6	1	short	1	Greenwood	Food	1	776
night	6	1	medium	0	New Orleans	Bars	2	777
evening	2	0	long	1	Saint Louis	Food	1	778
afternoon	0	0	medium	0	Santa Barbara	Coffee & Tea	2	779
morning	4	0	medium	1	Philadelphia	Bars	2	780
evening	2	0	short	0	Indianapolis	Restaurants	2	781
afternoon	2	0	medium	0	Clearwater	Restaurants	1	782
morning	2	0	medium	1	Philadelphia	Restaurants	1	783
afternoon	0	0	long	1	Saint Louis	Restaurants	2	784
afternoon	0	0	medium	1	Clearwater	Restaurants	2	785
afternoon	0	0	long	1	New Orleans	Burgers	2	786
afternoon	2	0	long	0	Philadelphia	Wine Bars	2	787
evening	5	1	long	1	Saint Louis	Restaurants	3	788
evening	1	0	medium	0	Santa Barbara	Wine Bars	2	789
night	3	0	short	1	New Orleans	Restaurants	2	790
evening	3	0	long	1	Metairie	Restaurants	2	791
night	2	0	medium	1	Montecito	Food	3	792
evening	0	0	medium	0	Nashville	Restaurants	2	793
afternoon	4	0	long	1	Franklin	Bars	3	794
afternoon	4	0	medium	0	King of Prussia	Bartenders	2	795
afternoon	0	0	short	1	Philadelphia	Restaurants	1	796
night	6	1	long	0	Reno	Bars	1	797
evening	1	0	long	0	Saint Louis	Juice Bars & Smoothies	1	798
afternoon	3	0	medium	0	Santa Barbara	Coffee & Tea	2	799
evening	4	0	long	0	New Orleans	Breakfast & Brunch	2	800
night	4	0	medium	1	Santa Barbara	Food	2	801
evening	5	1	short	0	Saint Louis	Food	1	802
evening	1	0	long	1	Montecito	Tapas Bars	2	803
afternoon	0	0	long	0	Reno	Food	2	804
evening	1	0	long	0	Reno	Restaurants	2	805
afternoon	1	0	long	1	Nashville	Sushi Bars	2	806
evening	6	1	short	0	New Orleans	Breakfast & Brunch	2	807
night	0	0	medium	1	Tarpon Springs	Food	2	808
afternoon	3	0	medium	0	Boise	Restaurants	2	809
afternoon	2	0	short	0	Greenwood	Food	2	810
evening	3	0	medium	1	New Orleans	Food	2	811
night	2	0	medium	1	TAMPA	Breakfast & Brunch	1	812
night	2	0	long	1	Philadelphia	Coffee & Tea	1	813
night	1	0	medium	1	Carpinteria	Restaurants	2	814
night	0	0	long	0	Goleta	Dive Bars	1	815
afternoon	4	0	long	1	Nashville	Sushi Bars	2	816
evening	4	0	long	1	Medford	Food	2	817
afternoon	3	0	medium	0	Philadelphia	Bars	2	818
evening	1	0	long	1	Philadelphia	Wine Bars	2	819
afternoon	3	0	long	0	Blue Bell	Bars	2	820
evening	0	0	long	0	Santa Barbara	Live/Raw Food	2	821
evening	0	0	long	0	Meridian	Restaurants	1	822
night	6	1	medium	1	Wayne	Restaurants	1	823
morning	2	0	long	1	Reno	Food Stands	1	824
afternoon	3	0	long	0	Nashville	Breakfast & Brunch	1	825
night	2	0	medium	1	Philadelphia	Food	2	826
afternoon	3	0	long	1	Nashville	Restaurants	1	827
evening	0	0	long	1	Saint Petersburg	Specialty Food	2	828
afternoon	6	1	long	1	New Orleans	Restaurants	2	829
night	3	0	short	0	Exton	Restaurants	2	830
evening	3	0	medium	1	Carpinteria	Restaurants	2	831
evening	4	0	long	1	New Orleans	Food	1	832
evening	6	1	long	1	Santa Barbara	Food	2	833
afternoon	4	0	medium	1	New Orleans	Breakfast & Brunch	1	834
afternoon	4	0	long	0	Philadelphia	Restaurants	2	835
morning	6	1	short	0	New Orleans	Restaurants	2	836
night	6	1	medium	1	Glassboro	Bars	2	837
evening	0	0	medium	1	Philadelphia	Restaurants	1	838
afternoon	4	0	long	1	Philadelphia	Bars	1	839
evening	0	0	long	1	Southampton	Restaurants	2	840
night	1	0	short	0	Oldsmar	Restaurants	1	841
afternoon	5	1	long	1	Philadelphia	Restaurants	2	842
evening	6	1	long	1	Tampa	Restaurants	1	843
night	6	1	long	1	Philadelphia	Restaurants	2	844
afternoon	6	1	long	1	Tampa	Restaurants	1	845
night	0	0	long	0	Philadelphia	Specialty Food	2	846
afternoon	3	0	long	1	Clearwater Beach	Food	2	847
afternoon	6	1	short	1	Franklin	Pizza	2	848
afternoon	4	0	long	1	Nashville	Cocktail Bars	2	849
afternoon	1	0	long	1	Philadelphia	Coffee & Tea	1	850
afternoon	3	0	long	1	Wayne	Restaurants	1	851
afternoon	3	0	long	1	Ballwin	Fast Food	1	852
night	6	1	long	1	Southampton	Pizza	2	853
evening	0	0	long	1	Philadelphia	Restaurants	4	854
night	0	0	medium	1	Reno	Bars	2	855
evening	0	0	medium	1	Philadelphia	Pizza	1	856
night	4	0	medium	1	Indianapolis	Bars	2	857
evening	4	0	long	1	Collingswood	Restaurants	2	858
night	3	0	medium	1	Tucson	Coffee & Tea	1	859
night	1	0	medium	0	Nashville	Sushi Bars	2	860
evening	5	1	medium	0	Nashville	Barbers	2	861
morning	4	0	long	1	Tucson	Restaurants	2	862
night	4	0	medium	0	Smyrna	Restaurants	1	863
afternoon	0	0	medium	1	Tucson	Sports Bars	2	864
morning	2	0	long	1	New Orleans	Breakfast & Brunch	2	865
evening	4	0	long	1	Tampa	Restaurants	2	866
afternoon	1	0	long	0	Tucson	Bars	1	867
afternoon	5	1	short	1	Bryn Mawr	Food	2	868
evening	1	0	medium	1	Sparks	Bars	2	869
night	0	0	long	1	Philadelphia	Burgers	2	870
evening	3	0	long	1	Ferguson	Bars	2	871
afternoon	2	0	long	1	Saint Louis	Breakfast & Brunch	2	872
evening	5	1	long	1	New Orleans	Burgers	1	873
evening	5	1	short	1	Nashville	Restaurants	2	874
evening	4	0	long	1	Metairie	Specialty Food	2	875
afternoon	2	0	long	1	Tampa	Restaurants	4	876
afternoon	3	0	medium	1	Aston	Restaurants	1	877
evening	3	0	long	0	Reno	Food	2	878
night	5	1	long	1	Philadelphia	Restaurants	1	879
afternoon	3	0	medium	1	St Louis	Sushi Bars	2	880
evening	6	1	long	1	Indianapolis	Pizza	2	881
evening	3	0	medium	1	Hudson	Restaurants	2	882
night	6	1	medium	1	Santa Barbara	Coffee & Tea	1	883
afternoon	5	1	long	1	Philadelphia	Burgers	2	884
evening	3	0	long	0	Bywater	Breakfast & Brunch	2	885
evening	1	0	long	1	New Orleans	Restaurants	2	886
evening	4	0	short	0	Collegeville	Food	2	887
afternoon	3	0	long	0	Philadelphia	Restaurants	2	888
afternoon	2	0	medium	1	Santa Barbara	Bars	2	889
afternoon	6	1	medium	1	Nashville	Restaurants	1	890
evening	0	0	medium	0	Media	Restaurants	2	891
morning	1	0	long	1	Bryn Mawr	Pizza	2	892
night	3	0	long	1	Pennington	Food	2	893
evening	2	0	short	1	New Orleans	Coffee & Tea	1	894
afternoon	3	0	medium	1	Philadelphia	Coffee & Tea	1	895
night	4	0	long	1	Nashville	Restaurants	1	896
evening	2	0	short	1	Philadelphia	Food	1	897
morning	2	0	long	1	East Norriton	Food	2	898
afternoon	4	0	medium	1	Webster Groves	Restaurants	2	899
afternoon	0	0	long	1	Saint Louis	Wine Bars	2	900
night	4	0	short	1	Tarpon Springs	Food	2	901
evening	6	1	medium	0	Tucson	Restaurants	2	902
night	5	1	long	1	Tampa	Restaurants	2	903
evening	2	0	long	1	Philadelphia	Cafes	1	904
afternoon	1	0	long	1	Philadelphia	Restaurants	2	905
afternoon	2	0	medium	0	Philadelphia	Dive Bars	2	906
afternoon	5	1	short	1	Philadelphia	Restaurants	2	907
afternoon	6	1	short	1	St. Louis	Restaurants	2	908
evening	5	1	medium	0	New Hope	Food	2	909
night	5	1	long	1	Philadelphia	Restaurants	3	910
night	2	0	medium	0	Santa Barbara	Live/Raw Food	2	911
night	6	1	long	0	Franklin	Food	2	912
evening	4	0	medium	0	Reno	Bars	1	913
evening	5	1	long	1	Philadelphia	Food	1	914
afternoon	4	0	medium	1	Saint Louis	Food	2	915
morning	0	0	medium	1	Saint Louis	Restaurants	2	916
evening	6	1	medium	1	Santa Barbara	Food	2	917
afternoon	2	0	medium	0	Saint Louis	Restaurants	2	918
night	3	0	medium	1	Saint Louis	Food	2	919
night	3	0	long	0	Philadelphia	Pizza	1	920
afternoon	5	1	long	1	Nashville	Sushi Bars	2	921
evening	0	0	long	0	Nashville	Cocktail Bars	2	922
evening	2	0	long	0	New Orleans	Food	2	923
evening	6	1	short	0	Philadelphia	Sports Bars	2	924
evening	1	0	short	1	Philadelphia	Food	1	925
night	1	0	long	1	Nashville	Restaurants	2	926
evening	0	0	long	1	New Orleans	Breakfast & Brunch	2	927
night	2	0	long	1	Edmonton	Pizza	2	928
afternoon	2	0	long	1	New Orleans	Dive Bars	1	929
night	5	1	medium	1	Wayne	Restaurants	2	930
evening	1	0	long	1	Tampa	Food	2	931
afternoon	6	1	long	1	New Orleans	Bars	2	932
night	5	1	short	0	Washington Crossing	Specialty Food	3	933
afternoon	4	0	long	1	New Orleans	Coffee & Tea	2	934
morning	4	0	long	1	Philadelphia	Bars	2	935
evening	6	1	long	1	Philadelphia	Bars	2	936
afternoon	1	0	medium	0	New Orleans	Bars	2	937
afternoon	1	0	medium	1	Saint Louis	Bars	1	938
evening	5	1	medium	1	Philadelphia	Restaurants	2	939
evening	3	0	long	1	Nashville	Beer Bar	2	940
night	6	1	short	0	Saint Louis	Wine Bars	3	941
night	3	0	long	1	New Castle	Restaurants	2	942
afternoon	1	0	medium	1	New Orleans	Food	1	943
evening	6	1	long	1	New Orleans	Food	1	944
evening	2	0	long	1	Nashville	Bars	2	945
night	4	0	long	1	Kenner	Restaurants	2	946
evening	4	0	long	1	St Petersburg	Bars	2	947
evening	3	0	long	0	Nashville	Restaurants	2	948
afternoon	1	0	medium	0	Maplewood	Restaurants	2	949
afternoon	2	0	long	1	Tucson	Restaurants	1	950
evening	3	0	medium	0	Reno	Restaurants	2	951
afternoon	5	1	medium	0	Santa Barbara	Coffee & Tea	2	952
night	5	1	short	1	Saint Louis	Food	1	953
afternoon	2	0	medium	1	Audubon	Pizza	1	954
night	0	0	long	1	Saint Louis	Bars	2	955
night	1	0	long	1	Tucson	Food	1	956
night	6	1	long	1	Philadelphia	Food	1	957
night	6	1	long	1	Indianapolis	Restaurants	3	958
afternoon	0	0	medium	1	Philadelphia	Sushi Bars	1	959
night	1	0	long	1	Saint Louis	Tapas Bars	2	960
afternoon	5	1	medium	1	King Of Prussia	Restaurants	2	961
afternoon	3	0	long	0	Wilmington	Bars	2	962
night	4	0	long	0	New Orleans	Bed & Breakfast	2	963
evening	3	0	long	1	Collegeville	Food	2	964
